zip,market,tier,state,lat,lng
83236,"Non-compliant",nc,ID,43.3021,-112.1588
33782,"Out of Coverage",ooc,FL,27.8681,-82.7086
06029,"Out of Coverage",ooc,CT,41.9114,-72.4626
85324,"Out of Coverage",ooc,AZ,34.0755,-112.1340
36538,"Non-compliant",nc,AL,31.6468,-88.1332
39361,"Non-compliant",nc,MS,32.9769,-88.5594
41064,"Out of Coverage",ooc,KY,38.5218,-84.0480
51656,"Non-compliant",nc,IA,40.7374,-95.1562
21872,"Non-compliant",nc,MD,38.4121,-75.2811
58568,"Non-compliant",nc,ND,46.0351,-101.1502
50538,"Non-compliant",nc,IA,42.2692,-94.4226
54010,"Non-compliant",nc,WI,44.7348,-92.4655
84334,"Non-compliant",nc,UT,41.7868,-112.1467
11762,"Non-compliant",nc,NY,40.6807,-73.4444
30446,"Out of Coverage",ooc,GA,32.5810,-81.4826
84317,"Non-compliant",nc,UT,41.2721,-111.7618
07830,"Out of Coverage",ooc,NJ,40.7162,-74.8152
77564,"Out of Coverage",ooc,TX,30.1463,-94.6424
99608,"Non-compliant",nc,AK,57.5689,-154.4551
96728,"Non-compliant",nc,HI,19.8728,-155.1177
45660,"Out of Coverage",ooc,OH,38.9869,-83.3687
66425,"Non-compliant",nc,KS,39.8445,-95.7110
48856,"Non-compliant",nc,MI,43.1689,-84.7552
59829,"Non-compliant",nc,MT,46.0280,-114.1938
22812,"Non-compliant",nc,VA,38.3859,-78.9937
47536,"Non-compliant",nc,IN,38.1114,-86.8361
83552,"Non-compliant",nc,ID,46.0020,-115.9269
60468,"Out of Coverage",ooc,IL,41.3361,-87.7897
49310,"Non-compliant",nc,MI,43.5228,-85.0589
37870,"Out of Coverage",ooc,TN,36.4797,-83.8135
78403,"Out of Coverage",ooc,TX,27.7770,-97.4632
44441,"Out of Coverage",ooc,OH,40.7579,-80.5530
79325,"Out of Coverage",ooc,TX,34.3860,-102.9901
40447,"Out of Coverage",ooc,KY,37.4338,-84.0251
13304,"Non-compliant",nc,NY,43.2237,-75.1612
38449,"Out of Coverage",ooc,TN,35.0574,-86.8796
47463,"Non-compliant",nc,IN,39.0859,-86.6689
13812,"Non-compliant",nc,NY,42.0301,-76.3540
99017,"Non-compliant",nc,WA,47.1887,-117.8755
63446,"Non-compliant",nc,MO,40.1384,-92.0077
74342,"Non-compliant",nc,OK,36.4063,-94.9157
79493,"Out of Coverage",ooc,TX,33.6100,-101.8213
72072,"Non-compliant",nc,AR,34.4857,-91.7624
08348,"Out of Coverage",ooc,NJ,39.3131,-74.9807
97431,"Non-compliant",nc,OR,43.9217,-122.8424
54221,"Non-compliant",nc,WI,44.1323,-87.5990
28380,"Out of Coverage",ooc,NC,34.9942,-79.7673
70006,"Non-compliant",nc,LA,30.0129,-90.1915
74359,"Non-compliant",nc,OK,36.1662,-94.8547
26547,"Non-compliant",nc,WV,39.5127,-79.8120
25396,"Non-compliant",nc,WV,38.3498,-81.6326
17569,"Non-compliant",nc,PA,40.2688,-76.1013
15647,"Non-compliant",nc,PA,40.3453,-79.7264
16373,"Non-compliant",nc,PA,41.2028,-79.7470
62279,"Out of Coverage",ooc,IL,38.1521,-90.1346
07649,"Out of Coverage",ooc,NJ,40.9535,-74.0335
70501,"Non-compliant",nc,LA,30.2361,-92.0083
06813,"Out of Coverage",ooc,CT,41.3948,-73.4540
28449,"Out of Coverage",ooc,NC,33.9927,-77.9099
78586,"Out of Coverage",ooc,TX,26.1337,-97.6447
62413,"Out of Coverage",ooc,IL,39.1179,-87.8029
35812,"Non-compliant",nc,AL,34.7340,-86.5229
26410,"Non-compliant",nc,WV,39.4027,-79.8280
32959,"Out of Coverage",ooc,FL,28.3067,-80.6862
27343,"Out of Coverage",ooc,NC,36.5114,-79.0942
12424,"Non-compliant",nc,NY,42.2469,-74.1353
74027,"Non-compliant",nc,OK,36.7804,-95.6181
70804,"Non-compliant",nc,LA,30.3863,-91.1339
76634,"Out of Coverage",ooc,TX,31.7918,-97.5203
74002,"Non-compliant",nc,OK,36.5429,-96.1318
70068,"Non-compliant",nc,LA,30.0777,-90.4895
49755,"Non-compliant",nc,MI,45.6377,-84.7986
67068,"Non-compliant",nc,KS,37.5964,-98.1304
99012,"Non-compliant",nc,WA,47.3987,-117.1921
27982,"Out of Coverage",ooc,NC,35.5650,-75.4663
31535,"Out of Coverage",ooc,GA,31.4551,-82.8561
83857,"Non-compliant",nc,ID,46.8996,-116.8287
47140,"Non-compliant",nc,IN,38.3736,-86.3578
56033,"Non-compliant",nc,MN,43.5638,-93.9361
52030,"Non-compliant",nc,IA,42.1536,-90.5924
03750,"Non-compliant",nc,NH,43.7113,-72.2125
44643,"Out of Coverage",ooc,OH,40.6514,-81.3076
78071,"Out of Coverage",ooc,TX,28.4756,-98.1782
75169,"Out of Coverage",ooc,TX,32.7283,-96.0079
63348,"Non-compliant",nc,MO,38.7626,-90.9343
29681,"Out of Coverage",ooc,SC,34.7512,-82.2550
88252,"Non-compliant",nc,NM,32.1128,-103.1997
98579,"Non-compliant",nc,WA,46.8193,-123.0406
06132,"Out of Coverage",ooc,CT,41.7637,-72.6851
42303,"Out of Coverage",ooc,KY,37.7559,-87.0803
26178,"Non-compliant",nc,WV,39.0671,-81.0620
58721,"Non-compliant",nc,ND,48.8378,-102.2839
75686,"Out of Coverage",ooc,TX,32.9623,-94.9603
97466,"Non-compliant",nc,OR,42.8800,-124.0709
33565,"Out of Coverage",ooc,FL,28.0699,-82.1576
24467,"Non-compliant",nc,VA,38.2612,-78.9730
15716,"Non-compliant",nc,PA,40.4725,-79.1869
52321,"Non-compliant",nc,IA,42.1070,-91.0151
11776,"Non-compliant",nc,NY,40.9136,-73.0464
33156,"Out of Coverage",ooc,FL,25.6682,-80.2973
24631,"Non-compliant",nc,VA,37.2138,-81.9917
57580,"Non-compliant",nc,SD,43.3318,-99.8033
72419,"Non-compliant",nc,AR,35.7590,-90.3358
99551,"Non-compliant",nc,AK,60.9094,-161.4314
16733,"Non-compliant",nc,PA,41.7059,-78.5825
43360,"Out of Coverage",ooc,OH,40.3211,-83.6405
73741,"Non-compliant",nc,OK,36.5438,-98.2778
21850,"Non-compliant",nc,MD,38.3755,-75.4076
46912,"Non-compliant",nc,IN,41.0537,-86.1253
47869,"Non-compliant",nc,IN,39.2750,-87.4972
26534,"Non-compliant",nc,WV,39.6459,-79.9873
98858,"Non-compliant",nc,WA,47.6295,-119.9887
75662,"Out of Coverage",ooc,TX,32.3836,-94.8653
81411,"Non-compliant",nc,CO,38.2509,-108.9799
26050,"Non-compliant",nc,WV,40.6140,-80.6011
48040,"Non-compliant",nc,MI,42.9135,-82.4813
18451,"Non-compliant",nc,PA,41.3962,-75.1963
54632,"Non-compliant",nc,WI,43.5641,-91.1461
07481,"Out of Coverage",ooc,NJ,40.9978,-74.1660
14738,"Non-compliant",nc,NY,42.0528,-79.1318
08888,"Out of Coverage",ooc,NJ,40.6194,-74.7406
04650,"Non-compliant",nc,ME,44.2847,-68.7058
55032,"Non-compliant",nc,MN,45.5962,-93.0395
01235,"Non-compliant",nc,MA,42.4298,-73.0724
82520,"Non-compliant",nc,WY,42.9208,-108.5913
66833,"Non-compliant",nc,KS,38.6520,-96.1735
37416,"Out of Coverage",ooc,TN,35.0942,-85.1757
03590,"Non-compliant",nc,NH,44.7149,-71.5644
84722,"Non-compliant",nc,UT,37.4166,-113.6244
39046,"Non-compliant",nc,MS,32.6205,-90.0061
15635,"Non-compliant",nc,PA,40.3520,-79.4979
56570,"Non-compliant",nc,MN,46.9329,-95.2353
83657,"Non-compliant",nc,ID,44.2418,-116.2732
44422,"Out of Coverage",ooc,OH,40.9439,-80.7915
33524,"Out of Coverage",ooc,FL,28.1822,-82.1523
33199,"Out of Coverage",ooc,FL,25.7743,-80.1937
04942,"Non-compliant",nc,ME,44.9730,-69.5481
25564,"Non-compliant",nc,WV,38.2559,-81.8910
19456,"Non-compliant",nc,PA,40.1318,-75.4596
17408,"Non-compliant",nc,PA,39.9492,-76.8018
20839,"Non-compliant",nc,MD,39.1790,-77.4128
76253,"Out of Coverage",ooc,TX,33.6178,-97.3090
40060,"Out of Coverage",ooc,KY,37.5380,-85.4300
50557,"Non-compliant",nc,IA,42.3526,-94.0342
57016,"Non-compliant",nc,SD,43.8981,-96.9759
72702,"Non-compliant",nc,AR,36.0626,-94.1574
08738,"Out of Coverage",ooc,NJ,40.0261,-74.0562
31296,"Out of Coverage",ooc,GA,32.8067,-83.6913
89025,"Out of Coverage",ooc,NV,36.6916,-114.6514
12922,"Non-compliant",nc,NY,44.2867,-74.6759
85662,"Out of Coverage",ooc,AZ,31.5320,-110.9093
67360,"Non-compliant",nc,KS,37.0568,-96.1404
24850,"Non-compliant",nc,WV,37.3324,-81.8316
40865,"Out of Coverage",ooc,KY,36.9039,-83.2381
72626,"Non-compliant",nc,AR,36.2712,-92.5354
11743,"Non-compliant",nc,NY,40.8676,-73.4102
14416,"Non-compliant",nc,NY,43.0869,-77.9603
58763,"Non-compliant",nc,ND,47.9718,-102.4716
30169,"Out of Coverage",ooc,GA,34.2340,-84.4904
13464,"Non-compliant",nc,NY,42.6896,-75.6121
17968,"Non-compliant",nc,PA,40.6352,-76.6128
73842,"Non-compliant",nc,OK,36.8090,-99.1319
83832,"Non-compliant",nc,ID,46.5714,-116.9290
49827,"Non-compliant",nc,MI,46.2040,-85.6005
21132,"Non-compliant",nc,MD,39.6959,-76.4113
33233,"Out of Coverage",ooc,FL,25.7743,-80.1937
54488,"Non-compliant",nc,WI,44.8227,-90.3221
12986,"Non-compliant",nc,NY,44.2320,-74.4905
47584,"Non-compliant",nc,IN,38.2523,-87.2572
61273,"Out of Coverage",ooc,IL,41.3634,-90.3849
36330,"Non-compliant",nc,AL,31.3408,-85.8421
70543,"Non-compliant",nc,LA,30.3313,-92.4957
57340,"Non-compliant",nc,SD,43.7588,-97.8712
43462,"Out of Coverage",ooc,OH,41.2967,-83.6832
23131,"Non-compliant",nc,VA,37.3122,-76.5188
04607,"Non-compliant",nc,ME,44.4731,-68.0899
73742,"Non-compliant",nc,OK,36.0868,-97.8926
68967,"Non-compliant",nc,NE,40.2560,-99.6302
41833,"Out of Coverage",ooc,KY,37.0233,-82.9878
76866,"Out of Coverage",ooc,TX,31.5048,-99.9139
12224,"Non-compliant",nc,NY,42.6526,-73.7562
47035,"Non-compliant",nc,IN,39.3100,-84.9007
48607,"Non-compliant",nc,MI,43.4301,-83.9319
32024,"Out of Coverage",ooc,FL,30.1055,-82.6878
49793,"Non-compliant",nc,MI,46.1936,-85.0190
44216,"Out of Coverage",ooc,OH,40.9391,-81.5871
67202,"Non-compliant",nc,KS,37.6899,-97.3355
79837,"Out of Coverage",ooc,TX,31.9240,-105.2099
19810,"Non-compliant",nc,DE,39.8188,-75.5064
65744,"Non-compliant",nc,MO,36.6314,-92.9188
14692,"Non-compliant",nc,NY,43.2860,-77.6843
53937,"Non-compliant",nc,WI,43.3951,-90.1588
27622,"Out of Coverage",ooc,NC,35.7977,-78.6253
14533,"Non-compliant",nc,NY,42.8435,-77.8962
79255,"Out of Coverage",ooc,TX,34.3796,-101.0465
53085,"Non-compliant",nc,WI,43.7266,-87.8242
55960,"Non-compliant",nc,MN,44.1489,-92.4850
06244,"Out of Coverage",ooc,CT,41.9843,-71.9810
65257,"Non-compliant",nc,MO,39.3055,-92.5163
72839,"Non-compliant",nc,AR,35.6155,-93.2726
72373,"Non-compliant",nc,AR,35.2586,-90.5564
62796,"Out of Coverage",ooc,IL,39.7495,-89.6060
12086,"Non-compliant",nc,NY,42.9695,-74.1556
17518,"Non-compliant",nc,PA,39.8183,-76.2499
56566,"Non-compliant",nc,MN,47.2601,-95.6283
16508,"Non-compliant",nc,PA,42.0976,-80.0935
72454,"Non-compliant",nc,AR,36.3870,-90.1926
36691,"Non-compliant",nc,AL,30.6944,-88.0431
56083,"Non-compliant",nc,MN,44.2183,-95.1328
54747,"Non-compliant",nc,WI,44.3959,-91.4535
34203,"Out of Coverage",ooc,FL,27.4547,-82.5359
63361,"Non-compliant",nc,MO,38.9839,-91.5085
68883,"Non-compliant",nc,NE,40.8106,-98.6065
19035,"Non-compliant",nc,PA,40.0451,-75.2821
41810,"Out of Coverage",ooc,KY,37.1865,-82.6971
44454,"Out of Coverage",ooc,OH,40.9049,-80.5400
47997,"Non-compliant",nc,IN,40.6677,-86.7236
72773,"Non-compliant",nc,AR,36.0114,-93.8526
16148,"Non-compliant",nc,PA,41.2326,-80.4530
15729,"Non-compliant",nc,PA,40.7016,-78.9134
31778,"Out of Coverage",ooc,GA,30.9401,-83.7409
53582,"Non-compliant",nc,WI,43.0077,-89.9889
39114,"Non-compliant",nc,MS,31.9494,-89.8095
13814,"Non-compliant",nc,NY,42.6036,-75.5282
08666,"Out of Coverage",ooc,NJ,40.2805,-74.7120
69340,"Non-compliant",nc,NE,42.0586,-102.2807
40953,"Out of Coverage",ooc,KY,36.9362,-83.8045
46634,"Non-compliant",nc,IN,41.5968,-86.2930
54476,"Non-compliant",nc,WI,44.9064,-89.5818
14443,"Non-compliant",nc,NY,42.9010,-77.4233
34956,"Out of Coverage",ooc,FL,27.0615,-80.4803
16748,"Non-compliant",nc,PA,41.9572,-78.1906
13066,"Non-compliant",nc,NY,43.0268,-76.0145
44334,"Out of Coverage",ooc,OH,41.1278,-81.6098
06384,"Out of Coverage",ooc,CT,41.5831,-71.8550
74364,"Non-compliant",nc,OK,36.1951,-94.9643
01922,"Non-compliant",nc,MA,42.7568,-70.9351
59043,"Non-compliant",nc,MT,45.6032,-106.5654
14534,"Non-compliant",nc,NY,43.0695,-77.5141
82936,"Non-compliant",nc,WY,41.0552,-110.1603
04766,"Non-compliant",nc,ME,46.8816,-68.2391
82420,"Non-compliant",nc,WY,44.8841,-108.4638
67870,"Non-compliant",nc,KS,37.4409,-100.9691
12160,"Non-compliant",nc,NY,42.7599,-74.3642
73067,"Non-compliant",nc,OK,34.9143,-97.9333
16641,"Non-compliant",nc,PA,40.4823,-78.5517
04106,"Non-compliant",nc,ME,43.6318,-70.2709
35652,"Non-compliant",nc,AL,34.8495,-87.3237
76705,"Out of Coverage",ooc,TX,31.6403,-97.0963
75429,"Out of Coverage",ooc,TX,33.2377,-95.9089
70461,"Non-compliant",nc,LA,30.2726,-89.7290
35990,"Non-compliant",nc,AL,34.0657,-86.3064
52169,"Non-compliant",nc,IA,42.8550,-91.6639
99745,"Non-compliant",nc,AK,66.0382,-154.2644
77523,"Out of Coverage",ooc,TX,29.7700,-94.8608
79259,"Out of Coverage",ooc,TX,34.3759,-100.3948
54952,"Non-compliant",nc,WI,44.2112,-88.4175
24609,"Non-compliant",nc,VA,37.0876,-81.7590
34739,"Out of Coverage",ooc,FL,27.8767,-81.0500
62515,"Out of Coverage",ooc,IL,39.8499,-89.3879
24565,"Non-compliant",nc,VA,36.8586,-79.1870
04578,"Non-compliant",nc,ME,44.0074,-69.6826
55720,"Non-compliant",nc,MN,46.7546,-92.5408
12198,"Non-compliant",nc,NY,42.6878,-73.6383
17581,"Non-compliant",nc,PA,40.1585,-76.0511
61379,"Out of Coverage",ooc,IL,41.3785,-89.5744
61750,"Out of Coverage",ooc,IL,40.1235,-88.8597
16017,"Non-compliant",nc,PA,40.9211,-79.9276
29906,"Out of Coverage",ooc,SC,32.3823,-80.7603
38347,"Out of Coverage",ooc,TN,35.4782,-88.5019
58506,"Non-compliant",nc,ND,46.8083,-100.7837
39190,"Non-compliant",nc,MS,31.5788,-91.2993
31039,"Out of Coverage",ooc,GA,32.5960,-84.3844
25972,"Non-compliant",nc,WV,38.0446,-80.7229
82512,"Non-compliant",nc,WY,43.3716,-109.2960
04917,"Non-compliant",nc,ME,44.4688,-69.8606
49304,"Non-compliant",nc,MI,43.8894,-85.8819
74036,"Non-compliant",nc,OK,36.1503,-95.5205
56069,"Non-compliant",nc,MN,44.4356,-93.5810
99826,"Non-compliant",nc,AK,58.4284,-135.7615
56093,"Non-compliant",nc,MN,44.0834,-93.5108
28537,"Out of Coverage",ooc,NC,35.2518,-76.5696
14546,"Non-compliant",nc,NY,43.0246,-77.7743
02355,"Non-compliant",nc,MA,41.9169,-70.8013
06081,"Out of Coverage",ooc,CT,41.9077,-72.7678
69128,"Non-compliant",nc,NE,41.2139,-103.9075
41149,"Out of Coverage",ooc,KY,38.0462,-83.0506
41640,"Out of Coverage",ooc,KY,37.5087,-82.8518
83220,"Non-compliant",nc,ID,42.3191,-111.3926
12935,"Non-compliant",nc,NY,44.9163,-73.7876
22726,"Non-compliant",nc,VA,38.3956,-77.8300
73541,"Non-compliant",nc,OK,34.7847,-98.2002
12511,"Non-compliant",nc,NY,41.5462,-73.9596
32693,"Out of Coverage",ooc,FL,29.6133,-82.8176
47989,"Non-compliant",nc,IN,39.9020,-87.0178
14125,"Non-compliant",nc,NY,43.0717,-78.2702
14054,"Non-compliant",nc,NY,42.9166,-78.1342
76458,"Out of Coverage",ooc,TX,33.2347,-98.1681
70458,"Non-compliant",nc,LA,30.2784,-89.7712
75091,"Out of Coverage",ooc,TX,33.6357,-96.6089
15123,"Non-compliant",nc,PA,40.4344,-80.0248
12057,"Non-compliant",nc,NY,42.9808,-73.3522
54646,"Non-compliant",nc,WI,44.0345,-90.0600
57422,"Non-compliant",nc,SD,45.4222,-97.9175
27050,"Out of Coverage",ooc,NC,36.2336,-80.3915
46994,"Non-compliant",nc,IN,40.6772,-86.2805
03592,"Non-compliant",nc,NH,45.0866,-71.3636
43657,"Out of Coverage",ooc,OH,41.6868,-83.4394
59231,"Non-compliant",nc,MT,48.4039,-106.5428
47706,"Non-compliant",nc,IN,37.9971,-87.5750
18070,"Non-compliant",nc,PA,40.4317,-75.5331
61517,"Out of Coverage",ooc,IL,40.8407,-89.8970
19039,"Non-compliant",nc,PA,39.9432,-75.4694
79240,"Out of Coverage",ooc,TX,34.8843,-100.7674
15229,"Non-compliant",nc,PA,40.5203,-80.0370
38361,"Out of Coverage",ooc,TN,35.3026,-88.3176
04775,"Non-compliant",nc,ME,46.6573,-68.4050
16401,"Non-compliant",nc,PA,41.8947,-80.3111
76872,"Out of Coverage",ooc,TX,31.3000,-99.1572
37880,"Out of Coverage",ooc,TN,35.6862,-84.6548
72333,"Non-compliant",nc,AR,34.3118,-90.8939
77836,"Out of Coverage",ooc,TX,30.5298,-96.7143
77986,"Out of Coverage",ooc,TX,29.4876,-96.7946
29336,"Out of Coverage",ooc,SC,34.9565,-82.0101
74825,"Non-compliant",nc,OK,34.8691,-96.4151
49815,"Non-compliant",nc,MI,46.1546,-88.0772
13646,"Non-compliant",nc,NY,44.4502,-75.6727
14036,"Non-compliant",nc,NY,42.9777,-78.3929
84747,"Non-compliant",nc,UT,38.4415,-111.5958
13503,"Non-compliant",nc,NY,43.1019,-75.2312
33571,"Out of Coverage",ooc,FL,27.7201,-82.4530
70508,"Non-compliant",nc,LA,30.1582,-92.0236
33711,"Out of Coverage",ooc,FL,27.7465,-82.6897
61525,"Out of Coverage",ooc,IL,40.8444,-89.6397
12842,"Non-compliant",nc,NY,43.7606,-74.2766
68828,"Non-compliant",nc,NE,41.5606,-99.2504
32309,"Out of Coverage",ooc,FL,30.5422,-84.1413
15132,"Non-compliant",nc,PA,40.3478,-79.8642
29543,"Out of Coverage",ooc,SC,34.2873,-79.2501
69157,"Non-compliant",nc,NE,42.0650,-100.2585
38504,"Out of Coverage",ooc,TN,36.3818,-84.7756
43542,"Out of Coverage",ooc,OH,41.5684,-83.7757
06725,"Out of Coverage",ooc,CT,41.5582,-73.0515
03269,"Non-compliant",nc,NH,43.5496,-71.6003
18705,"Non-compliant",nc,PA,41.2689,-75.8453
17104,"Non-compliant",nc,PA,40.2597,-76.8594
80862,"Non-compliant",nc,CO,38.8041,-103.0798
81237,"Non-compliant",nc,CO,38.5908,-106.6028
49807,"Non-compliant",nc,MI,45.6956,-87.2073
12164,"Non-compliant",nc,NY,43.5042,-74.3667
97914,"Non-compliant",nc,OR,44.0416,-116.9783
19415,"Non-compliant",nc,PA,40.1572,-75.4060
53104,"Non-compliant",nc,WI,42.5325,-88.0478
63780,"Non-compliant",nc,MO,37.2077,-89.5181
45359,"Out of Coverage",ooc,OH,40.0531,-84.3436
58377,"Non-compliant",nc,ND,48.4488,-98.8539
61554,"Out of Coverage",ooc,IL,40.5674,-89.6243
98407,"Non-compliant",nc,WA,47.2825,-122.5039
79110,"Out of Coverage",ooc,TX,35.1545,-101.8641
14536,"Non-compliant",nc,NY,42.5570,-78.0856
33811,"Out of Coverage",ooc,FL,27.9865,-82.0139
73503,"Non-compliant",nc,OK,34.6595,-98.4004
78561,"Out of Coverage",ooc,TX,26.4648,-97.9111
04575,"Non-compliant",nc,ME,43.8490,-69.6434
54538,"Non-compliant",nc,WI,45.9718,-89.8901
29388,"Out of Coverage",ooc,SC,34.7579,-82.0447
70542,"Non-compliant",nc,LA,30.0255,-92.5338
78870,"Out of Coverage",ooc,TX,29.2911,-99.6372
17074,"Non-compliant",nc,PA,40.4827,-77.1659
89405,"Out of Coverage",ooc,NV,40.6132,-119.3485
97627,"Non-compliant",nc,OR,42.1265,-121.9300
30683,"Out of Coverage",ooc,GA,33.9543,-83.2906
81521,"Non-compliant",nc,CO,39.1637,-108.7218
58081,"Non-compliant",nc,ND,46.2891,-97.1289
18249,"Non-compliant",nc,PA,40.9971,-76.0717
10965,"Non-compliant",nc,NY,41.0629,-74.0159
14269,"Non-compliant",nc,NY,42.7684,-78.8871
30447,"Out of Coverage",ooc,GA,32.5041,-82.4848
53809,"Non-compliant",nc,WI,42.9886,-90.6550
28111,"Out of Coverage",ooc,NC,35.0112,-80.5587
34133,"Out of Coverage",ooc,FL,26.3398,-81.7787
54426,"Non-compliant",nc,WI,44.9046,-90.0125
29301,"Out of Coverage",ooc,SC,34.9352,-81.9654
02066,"Non-compliant",nc,MA,42.2032,-70.7525
32923,"Out of Coverage",ooc,FL,28.4275,-80.8290
38474,"Out of Coverage",ooc,TN,35.5301,-87.2037
53171,"Non-compliant",nc,WI,42.6423,-87.9032
37656,"Out of Coverage",ooc,TN,36.4158,-82.6256
37766,"Out of Coverage",ooc,TN,36.4248,-84.0907
62832,"Out of Coverage",ooc,IL,38.0137,-89.2333
49640,"Non-compliant",nc,MI,44.6954,-86.0376
49749,"Non-compliant",nc,MI,45.4270,-84.5956
80726,"Non-compliant",nc,CO,40.8747,-102.8472
06804,"Out of Coverage",ooc,CT,41.4650,-73.3980
56143,"Non-compliant",nc,MN,43.6457,-94.9938
03289,"Non-compliant",nc,NH,43.4964,-71.5197
28905,"Out of Coverage",ooc,NC,35.1475,-83.9381
44328,"Out of Coverage",ooc,OH,41.0760,-81.5206
14820,"Non-compliant",nc,NY,42.1925,-77.3650
05345,"Non-compliant",nc,VT,42.9704,-72.6781
47654,"Non-compliant",nc,IN,38.2523,-87.3917
56754,"Non-compliant",nc,MN,48.0109,-96.2249
97636,"Non-compliant",nc,OR,42.7031,-120.5532
52756,"Non-compliant",nc,IA,41.7213,-90.5534
66020,"Non-compliant",nc,KS,39.3391,-95.0999
25079,"Non-compliant",nc,WV,38.4951,-81.3984
61825,"Out of Coverage",ooc,IL,40.1164,-88.2434
37886,"Out of Coverage",ooc,TN,35.7533,-83.8243
33480,"Out of Coverage",ooc,FL,26.7206,-80.0388
16511,"Non-compliant",nc,PA,42.1553,-80.0177
47849,"Non-compliant",nc,IN,39.1901,-87.5470
52052,"Non-compliant",nc,IA,42.7594,-91.1190
57234,"Non-compliant",nc,SD,44.6029,-96.8928
47458,"Non-compliant",nc,IN,39.0712,-86.5069
64873,"Non-compliant",nc,MO,37.0177,-94.0514
04684,"Non-compliant",nc,ME,44.4883,-68.5063
62280,"Out of Coverage",ooc,IL,37.8322,-89.6214
39507,"Non-compliant",nc,MS,30.3962,-89.0353
17266,"Non-compliant",nc,PA,40.0860,-77.4090
86303,"Out of Coverage",ooc,AZ,34.4958,-112.3783
07827,"Out of Coverage",ooc,NJ,41.3023,-74.7540
45783,"Out of Coverage",ooc,OH,39.1683,-81.8423
80745,"Non-compliant",nc,CO,40.8842,-103.3728
71766,"Non-compliant",nc,AR,33.7768,-92.4862
40162,"Out of Coverage",ooc,KY,37.7525,-85.9954
35903,"Non-compliant",nc,AL,33.9845,-85.9077
21835,"Non-compliant",nc,MD,38.5403,-75.9630
08555,"Out of Coverage",ooc,NJ,40.2214,-74.4747
62547,"Out of Coverage",ooc,IL,39.7690,-89.2489
36261,"Non-compliant",nc,AL,33.7066,-85.5099
18219,"Non-compliant",nc,PA,40.9907,-76.0564
25979,"Non-compliant",nc,WV,37.5303,-80.9463
27820,"Out of Coverage",ooc,NC,36.4164,-77.2502
68854,"Non-compliant",nc,NE,41.0100,-98.0000
62320,"Out of Coverage",ooc,IL,40.0293,-91.0769
70081,"Non-compliant",nc,LA,29.1816,-89.2576
47025,"Non-compliant",nc,IN,39.1401,-84.8658
44086,"Out of Coverage",ooc,OH,41.6762,-81.0573
99643,"Non-compliant",nc,AK,57.2028,-153.3039
68067,"Non-compliant",nc,NE,42.1485,-96.4803
16661,"Non-compliant",nc,PA,40.8271,-78.4275
06035,"Out of Coverage",ooc,CT,41.9602,-72.7994
33840,"Out of Coverage",ooc,FL,28.0086,-81.9076
26566,"Non-compliant",nc,WV,39.4348,-80.1317
04975,"Non-compliant",nc,ME,44.6245,-69.5869
33620,"Out of Coverage",ooc,FL,28.0600,-82.4079
50452,"Non-compliant",nc,IA,42.7598,-93.3518
49764,"Non-compliant",nc,MI,45.4236,-84.8281
31771,"Out of Coverage",ooc,GA,31.2462,-83.6549
23822,"Non-compliant",nc,VA,37.0724,-77.6475
81410,"Non-compliant",nc,CO,38.7975,-107.9738
70526,"Non-compliant",nc,LA,30.2148,-92.3777
16133,"Non-compliant",nc,PA,41.2801,-80.1037
68941,"Non-compliant",nc,NE,40.4931,-98.2465
32235,"Out of Coverage",ooc,FL,30.3449,-81.6831
98333,"Non-compliant",nc,WA,47.2480,-122.6290
63366,"Non-compliant",nc,MO,38.8239,-90.7427
17057,"Non-compliant",nc,PA,40.2041,-76.7331
35746,"Non-compliant",nc,AL,34.8259,-85.9846
79404,"Out of Coverage",ooc,TX,33.5260,-101.8333
47324,"Non-compliant",nc,IN,39.7412,-84.8519
48872,"Non-compliant",nc,MI,42.8200,-84.2313
54006,"Non-compliant",nc,WI,45.5604,-92.6241
82223,"Non-compliant",nc,WY,42.1346,-104.3320
24343,"Non-compliant",nc,VA,36.7442,-80.7197
65325,"Non-compliant",nc,MO,38.4531,-93.1915
39737,"Non-compliant",nc,MS,33.6487,-89.3101
16689,"Non-compliant",nc,PA,40.1276,-78.0628
61108,"Out of Coverage",ooc,IL,42.2514,-89.0235
50010,"Non-compliant",nc,IA,42.0379,-93.6003
26041,"Non-compliant",nc,WV,39.9148,-80.7310
62550,"Out of Coverage",ooc,IL,39.6248,-89.0190
54943,"Non-compliant",nc,WI,44.1297,-89.5344
31064,"Out of Coverage",ooc,GA,33.3118,-83.7140
72441,"Non-compliant",nc,AR,36.4370,-90.3837
15642,"Non-compliant",nc,PA,40.3191,-79.7205
76902,"Out of Coverage",ooc,TX,31.4638,-100.4370
70113,"Non-compliant",nc,LA,29.9405,-90.0848
76638,"Out of Coverage",ooc,TX,31.5598,-97.3900
56081,"Non-compliant",nc,MN,43.9875,-94.6229
32203,"Out of Coverage",ooc,FL,30.3228,-81.5470
86324,"Out of Coverage",ooc,AZ,34.7711,-112.0579
08248,"Out of Coverage",ooc,NJ,39.1992,-74.6554
68834,"Non-compliant",nc,NE,41.0079,-99.6810
53090,"Non-compliant",nc,WI,43.4438,-88.1963
12491,"Non-compliant",nc,NY,41.9973,-74.1049
19443,"Non-compliant",nc,PA,40.2410,-75.3439
